respuesta,emocion,pregunta
Pedí consejo pues sabía que yo sola no solucionaría nada,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Empecé sobre pensar mucho, y luego fui a afrontar la sit",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Entre Entré en pánico y todo salió mal,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Cuando tembló en septiembre de 2017, fue una situación horrible en la que no sabía que hacer.
Solo que quede paralizada y de no ser por mi hermana que me ayudó, no se que hubiera pasado.",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"La vez que ya estaba en el último cuatrimestre de la universidad, y un profesor me reprobó, no tenía permitido reprobar ninguna asignatura en ese momento, no sabía que hacer y tuve mucho miedo. Después hablé con el profesor y me permitió volver a presentar en proyecto.",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Impotencia,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"La situación del paro, sentía que me estaba atrasando en todos mis planes que ya tenía. Comencé a estresarme, pero entendí que no estaba en mis manos como tal, sino esperar y reajustar esos tiempos en los que sentía que iba a retrasar",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Algún error o accidente que son frecuentes pero pues son sucesos no deseados que acontecen sin aviso. Pues hay que enfrentar y sobreponerse.,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Con calma, de igual modo no había nada que pudiese hacer y espere el final antes de tomar mis decisiones anticipadas (Termino mal pero igual no hubiera afectado mi pánico el resultado, el preocuparse solo es lastimarte dos veces jajaja)",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Sentía mucho estrés quería ayudar saber que podía por lo menos hacer la mínima cosa, después solo sentía culpa por no ser capaz de ayudar",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Fue en un problema que un ser querido tenía, pero en el que yo no podía solucionar nada directamente, no estaba en mí y posiblemente en esa persona tampoco. Reaccione preocupada por mi ser querido e intenté estar para él y ayudar en lo que pudiera, escuchando, platicando, distrayendo.",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Muy revuelto,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Intenté aplazarlo aunque seguía sobre pensando en ello, me causaba incomodidad, incertidumbre, tristeza y miedo, hasta que decidí compartirle a alguien cómo me sentía",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"No suelo estallar, pero se sentía frustrante",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
No se,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Mi reacción fue estar frustrada y molesta ante la situación, no me gusta meterme en problemas, y sentí que fue mi culpa el hecho de que haya perdido el control y que no supiera que hacer en ese momento, lo único que pude hacer fue llorar y esperar a que se solucionara solo. No recuerdo exactamente cómo se solucionó pero que después de tranquilizarme pude solucionar el problema.",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Con coraje por que no superior reaccionar,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Cuando no puedo controlar lo que sucede a mi alrededor entro en un estado de desesperación. Me invade el miedo. Aceptar que no podía seguir con mi rutina diaria fue difícil. Al entrar a trabajar, tuve que dejar de acompañar a mis hijos a la escuela. Eso fue sumamente difícil. Ya que el mundo me parece un lugar peligroso",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Mi hermana corrió a mi mamá de la casa, y para que mi mamá ya no tuviera más pelas sin sentido, decidió irse. Mi hermana actúa como si la casa fuera suya y de nadie más, entendi a mi mamá porque considero que vivir en este tipo de ambiente es muy malo para la salud mental de uno. Pero aún así me sacan de onda las actitudes que toma mi hermana últimamente, parece ue le robó la personalidad a mi papá. Desconoce a mi mamá y ahora resulta que mi papá es uno ejemplar cuando la abandonó, y la negaba con quien sea, negaba su existir y su presencia. 
Muchas veces mi hermana le gritaba a mi mamá y había veces en donde solo quería irme de casa porque no soportaba em ambiente. Actualmente tampoco pero creo que ignorar la presencia de mi hermana es la mejor solución por ahora.",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Estaba trabajando, y sin querer agujere una tubería el agua se empezó a tirar y no sabía q hacer, cerré la llave tube q llamar un plomero y yo tube q pagar.",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Cuando te envían  aúna fiesta  y note atienden  me fui  enojada sino kieren para q envitan,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
No o se,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
En el trabajo siempre hay situaciones que requieren de retos y mucha templanza para poder ver soluciones y aplicarlas.,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Cuando familiares expresan sus conflictos familiares en reuniones, resulta un momento incómodo para todos los presentes, trato de tocar otros temas para relajar la situación y hacer el momento un poco ameno.",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Me puse s llorar al no encontrar una solución, y a veces siento que no expresó lo que quiero decir ya que mis emociones son más fuertes",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Fue cuando mi perro tuvo un accidente automovilístico y murió. Yo no sabía que hacer, estaba muy desesperada envuelta en llanto, el sentimiento fue terrible y el dolor inexplicable. No podía respirar bien y me dio un ataque de ansiedad muy severo. Poco a poco intente aprender a vivir con ese dolor y aunque a lanfecha me sigue doliendo, ya lo estoy manejando mejor",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Hubo una ocasión que mis hermanas discutieron mucho. En ese momento toda mi familia pasaba por algo muy complicado. 
Yo no hice nada, solo me recosté y lloré lo que tenía que llorar. Los días después fueron incómodos porque nadie se hablaba, sin embargo, después ellas se arreglaron, hablaron y estuvieron bien.",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Trate de mantener la calma y poner de mi parte para poder ayudar,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Me dejé llevar por mis impulsos y reaccioné mal ante la situación. Pero después pedí perdón por mi reacción y se calmaron la cosas.,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Peleas tontas con mi familia,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Pensé en pedir ayuda, pero decidí no hacerlo y buscar resolverlos por mis propios medios, lo lleve a cabo y al final todo salió medianamente bien",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Una fiesta en la que todos ya estaban acciendo cosas que no decían 
Reaccione de una forma que tal vez no estuvo bien pero pude controlar la situación",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Cuando eso pasa puede que me desespere totalmente, o que bo me importe en lo absoluto",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"un accidente de coche, quede en shock pero empecé a moverme para saber q hacer y como salir de esta situación",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Cuando la fila del bus era muy larga porque hubo un accidente y no había paso. Esperé y pensé en que pronto podríamos avanzar,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Pelearme con el personal, porque no me hacían caso, y tuve que avisarle a sus jefes, porque a mi no me pelaban.",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
No recuerdo una situación así.,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Me asombre y me preocupe, pude solucionar el problema con ayuda",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Solo dejo que las cosas fluyan,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Pedí orientación para poder llegar a una solución.,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Solo es cuando siento miedo en lugares oscuros, cuando había mucho ruido y llegué a creer que había algo afuera, simplemente no salí de casa",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"la sensación fue de frustración, un poco de desesperación y de cierta molestia, pero después supe que no todo lo externo puedo controlarlo yo y pude calmarme para que al final de todo pudo salir con normalidad",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Buscar la forma de solucionarlo,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Solo tomé a consideración que hay que renunciar a la ilusión del control, todo debe fluir como un río y me calmé. Al final me lo tomé con calma y las cosas salieron bien.",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Tuve que ser fuerte emocionalmente y tratar de hacer que las cosas mejorarán,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Me sentí impotente ya que no siempre podemos manejar algunas situaciones,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Reaccione normal, se que no puedo tener bajo control todo, al final todo salió como debería salir",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Cosas relacionadas a finanzas,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Actúe con pánico, pero salió bien",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Mi reacción fue desesperada pero llegaron a ayudarme y todo vino en calma,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Cuando le pegaron a mi amigo, yo en lo que pude moví a unos amigos para que no fuera más grande la situación",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Cuando mi papá se accidentó y se rompió la pierna, tuve un momento en el que sentía muchísima presión ya que ahora que él estaba internado me tenía que encargar de muchísimas cosas, llegaba a llorar en las noches y estaba muy triste pero poco a poco entendí que era mi responsabilidad y se me fue haciendo menos pesado",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Frustrado y sentí impotencia de no poder hacer nada al respecto,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Deje que las cosas fluyeran y me sentí bien,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Con desesperación,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Lo tome relajada,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Alguna vez fui a un festival de música en CDMX en un lugar al que nunca había ido y fui sola, ese día pasaron cosas, que no previne, se me apago mi celular y el lugar era demasiado grande y el staff del tour que me llevo, no me explico como regresar a la Van por lo que me perdí  y estaba incomunicada, CDMX es una ciudad con mucha inseguridad, tenían demasiado miedo, había mucha gente tomada fuera del evento y eran las 3 de la mañana, fue una situación dónde tenía mucho miedo y por primera vez pensé que no regresaría a casa, después de eso me acerque a unas chicas, que me ayudaron a regresar al lugar, pero mi Van ya se había ido, afortunadamente pude comunicarme y con ellos y regresaron por mi, también creo que fue negligencia de la agencia ya que tenían pésima organización e iban tomando durante el transcurso del viaje.
Afortunadamente pude regresar a casa, pero sí fue un evento el cual me generó cierto trauma, que cada vez que lo contaba lloraba, porque nunca había experimentado la sensacuon de no saber sí regresaría a casa.",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Mucha desesperación. Y más que nada tristeza,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Acepte que la mayoría de las situaciones no están bajo mi control y debo trabajar con lo que esté viviendo en el momento,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Probablemente frustrado y con desesperación, pero siempre intento buscar alternativas y soluciones en el momento, intento que siempre exista una solución.",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Cuando me robaron mercancía en mi antiguo trabajo.. Fue algo que no estuvo en mi control. Solo reaccione para mejorar, estar más atento a posibles robos",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Me viene a la mente un accidente en el cual no se veía venir y cambiaba por completo los planes, mi reacción fue aceptar que no era culpa de alguien en especial y tratar de seguir adelante",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Solo guardé la calma y analicé la situación para encontrar la mejor de las soluciones,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Tener calma y pensar que hacer,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Tuve que pedir ayuda y así pude resolverlo,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Tuve que pedir ayuda a mis amigos,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
ninguna,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Cuando mi hermana se lastimó su pie. Quería ayudarla, quitarle el dolor pero no podia:(",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Cuando mi papá estaba enfermo sabía que yo no podía hacer nada por el, me sentí triste e impotente porque algo malo pasaba y yo no podía ayudar.",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Con miedo después me dio ansiedad.,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Cuando en una pelea con mi papá se puso muy intensa que hasta hubo agresión física, no lo podía detener así que pedí ayuda con desesperación porque la situación ya se estaba saliendo de mis manos y si alguien más no hacía algo al respecto, iba a terminar muy mal. Ya después llegó la ayuda y con ello se procedió a una denuncia.",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Estaba tan frustrado porque siempre quiero tener todo bajo control aun sabiendo que no puedo. Me cuesta aceptarlo, pero al final lo hago.",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Me dió mucha adrenalina y empecé a temblar, me dió tic en la pierna",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
No recuerdo,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Fue frustrante el no saber que hacer,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Mejor no hablar,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"El día de la muerte de un familiar, simplemente me bloqueé emocionalmente y aún lo puedo asimilar",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Pues me resolvieron el problema,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Sentí desesperación pero siempre intento arreglar la situación a como de lugar 
Después no fue tan grave o inesperado el resultado",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Cuando dos de mis amigos se pelearon por algo que había pasado, entre ellos, y pues traté de tranquilizarlos, y que hablarán mejor las cosas, y pues al final si se solucionó el pleito",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Una ocasión en la que sentí que algo estaba completamente fuera de mi control fue cuando tuve que afrontar una situación en la que un miembro de mi equipo de trabajo en un proyecto académico no cumplió con sus responsabilidades y el plazo estaba por vencerse. A pesar de mis esfuerzos por recordarle y ofrecerle ayuda, el trabajo estaba incompleto y me encontraba atrapada, sin saber cómo resolverlo.

Me sentí muy frustrada, porque el éxito del proyecto dependía de la colaboración de todos y, en ese momento, no podía hacer nada para que la otra persona terminara lo que le correspondía. La sensación de estar perdiendo el control sobre algo tan importante me hizo sentir ansiosa y algo desbordada.",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Tal vez en algún accidente de carro ( yo lo presencié ) y pues saber q lo mejor q puedo hacer es mantener la calma,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"me detuvo la poli y no traía documentos; mi reacción fue muy defensiva y actué un poco precipitado, pero logré llegar a un acuerdo $$$",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Intente limitar mis acciones a lo poco que podía controlar,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Opté por alejarme de la situación. No salió cómo lo esperaba.,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Si el evento no me afecta física o emocionalmente lo ignoro, en caso contrario intento manejar todo lo que este a mi alcance y controlar lo que si puedo aún con los nervios",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Con calma y después pensé en que yo no podía hacer nada,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"fue de mucha frustración por lo cual me desespere, pero luego respire profundamente y me tranquilice y pude manejar la situación",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Frustración,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Me sentí frustrada me aparte una vez no supe resolverlo y deje que todo fluyera,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"En un asalto que me hicieron, mi reacción fue de impotencia y coraje porque nadie me pudo ayudar y mucha preocupación por la amiga que iba conmigo",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Calmarme ya que eso no lo podía cambiar,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Me sentí fuera de control y lloré,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Me sentí con incertidumbre al no saber que hacer o lo que fuera a pasar, quería tener el control de todo",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Me llene de desesperación y estres ya que suelo ahogarme en un baso de agua, aunque en mi mente se repite que todo debe salir bien, al final si salió todo bien pero no puedo evitar caer en esos episodios de estres cada que sucede algo así",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Fue muy frustrante ver desde lejos como se resolvía la situación, solo se podía esperar que todo saliera bien",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"El día que se me ocurrió inscribirme a varios cursos y por la escuela me estaba atrasando demasiado, estaba muy estresado y cansado pero al final se logró concluir todo con éxito",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Sentí frustración y mucha incertidumbre, pero después de respirar profundo pude resolverlo de la mejor manera",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Intente resolverlo de otra forma,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Cuando algo está fuera de mi control intento en no pensar mucho en ello,",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Con calma y las cosas funcionaron bien,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Las interacciones con mi hermano cuando no toma en cuenta mi experiencia y no me escucha, he aprendido a lidiar con que no tengo control sobre las demás personas o mi entorno",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Me sentí impotente.,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Bien,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Me enfrenté a ello con calma,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Aún no sucede,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Lo acepté y pensé que en la vida muchas cosas escapan de tu control, es mejor enfocarse en lo propio y aquello que lo puedas controlar soltarlo y aceptarlo",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"solo deje que todo pasara como debería de pasar, si no tengo el control no hay nada que pueda hacer",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Cuando me dejaron encargado de un grupo de niños y empezaron a pelear, sus amigos de cad uno empezaron también a pelear y tenía 4 pelas en simultáneo, lo que hice fue sacar del recinto a uno por uno de los involucrados, después de eso me regañaron obviamente pero al final entendieron que no fue del todo mi culpa",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Hacer lo que podía y sabia,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Estresada sabiendo que no habia nada que hacer pero relajarme para terminar las actividades del dia,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
No recuerdo exactamente,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"En el momento cuando mi hermano sufrió un accidente, reaccione lo más rápido que pude, solo recuerdo estar acelerado y hacer caso de lo que decían en el hospital, afortunadamente todo salió bien, pero el agotamiento después de que todo terminara fue impresionante",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
"Una calificación final  en la universidad de una materia que pensé que iba a reprobar, pero después obtuve una calificación aprobatoria",Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
No recuerdo algo en específico pero si está fuera de mi control dejaría de preocuparme y si pudiera hacer algo tal vez contaría con alguien que supiera con mayor razón que se podría hacer,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
Me sentí muy impotente ya qué no podía hacer mucho para ayudar a resolver el conflicto pero al final las cosas se calmaron pero el conflicto no se pudo resolver,Miedo,10. Describe un evento en el que sentiste que algo estaba fuera de tu control y no sabías qué hacer. ¿Cómo reaccionaste y qué pasó después? 
