respuesta,emocion,pregunta,tokens,lemmas,texto_final
"Fue algo tan repentino, sin tener tiempo de procesar ni de gestionar mis emociones, después de dicho evento, mis emociones fueron asentándose poco a poco, tuve que aceptar lo que estaba pasando y tuve que forzarme a dejar ir porque no había otra opción  pese a que doliera.",Sorpresa,11. Piensa en un momento en el que ocurrió algo totalmente inesperado en tu vida. ¿Cómo fue y qué pasó después? ,"['tan', 'repentino', 'sin', 'tener', 'tiempo', 'procesar', 'gestionar', 'emociones', 'después', 'dicho', 'evento', 'emociones', 'asentándose', 'poco', 'poco', 'aceptar', 'pasando', 'forzarme', 'dejar', 'porque', 'opción', 'pese', 'doliera']","['tanto', 'repentino', 'sin', 'tener', 'tiempo', 'procesar', 'gestionar', 'emoción', 'después', 'dicho', 'evento', 'emoción', 'asentar él', 'poco', 'poco', 'aceptar', 'pasar', 'forzar yo', 'dejar', 'porque', 'opción', 'pese', 'doliera']",tanto repentino sin tener tiempo procesar gestionar emoción después dicho evento emoción asentar él poco poco aceptar pasar forzar yo dejar porque opción pese doliera
"Fue emocionante porque es algo que o esperas, al mismo tiempo me dio miedo porque no sabía si sería capaz de hacerlo correctamente. Al final me di cuenta de que si era capaz, sólo tenía que agarrar el ritmo y aprender.",Sorpresa,11. Piensa en un momento en el que ocurrió algo totalmente inesperado en tu vida. ¿Cómo fue y qué pasó después? ,"['emocionante', 'porque', 'esperas', 'mismo', 'tiempo', 'dio', 'miedo', 'porque', 'sabía', 'capaz', 'hacerlo', 'correctamente', 'final', 'cuenta', 'capaz', 'sólo', 'agarrar', 'ritmo', 'aprender']","['emocionante', 'porque', 'espera', 'mismo', 'tiempo', 'dar', 'miedo', 'porque', 'saber', 'capaz', 'hacer él', 'correctamente', 'final', 'contar', 'capaz', 'sólo', 'agarrar', 'ritmo', 'aprender']",emocionante porque espera mismo tiempo dar miedo porque saber capaz hacer él correctamente final contar capaz sólo agarrar ritmo aprender
No recuerdo ningun momento como ese,Sorpresa,11. Piensa en un momento en el que ocurrió algo totalmente inesperado en tu vida. ¿Cómo fue y qué pasó después? ,"['recuerdo', 'ningun', 'momento']","['recordar', 'ningun', 'momento']",recordar ningun momento
Cuando conocí a mis amigos,Sorpresa,11. Piensa en un momento en el que ocurrió algo totalmente inesperado en tu vida. ¿Cómo fue y qué pasó después? ,"['cuando', 'conocí', 'amigos']","['cuando', 'conoci ', 'amigo']",cuando conoci  amigo
"Me enferme de algo muy delicado, sientes miedo, pero muchas personas me dieron apoyo y fuerza para salir adelante.",Sorpresa,11. Piensa en un momento en el que ocurrió algo totalmente inesperado en tu vida. ¿Cómo fue y qué pasó después? ,"['enferme', 'muy', 'delicado', 'sientes', 'miedo', 'muchas', 'personas', 'dieron', 'apoyo', 'fuerza', 'salir', 'adelante']","['enfer yo', 'mucho', 'delicado', 'sient', 'miedo', 'mucho', 'persona', 'dar', 'apoyo', 'fuerza', 'salir', 'adelante']",enfer yo mucho delicado sient miedo mucho persona dar apoyo fuerza salir adelante
"Algo que nunca vi venir fue cuando alguien que consideraba lejano me escribió en un momento en el que me sentía completamente solo. No fue una gran noticia ni un evento enorme, pero su mensaje llegó justo cuando más lo necesitaba. Me recordó que a veces las personas sí están pendientes, aunque no lo demuestren todo el tiempo. Eso me tocó profundamente y me hizo valorar más los pequeños gestos, los que llegan sin pedirlos y se quedan grabados para siempre",Sorpresa,11. Piensa en un momento en el que ocurrió algo totalmente inesperado en tu vida. ¿Cómo fue y qué pasó después? ,"['nunca', 'venir', 'cuando', 'alguien', 'consideraba', 'lejano', 'escribió', 'momento', 'sentía', 'completamente', 'solo', 'gran', 'noticia', 'evento', 'enorme', 'mensaje', 'llegó', 'justo', 'cuando', 'necesitaba', 'recordó', 'veces', 'personas', 'pendientes', 'aunque', 'demuestren', 'tiempo', 'tocó', 'profundamente', 'hizo', 'valorar', 'pequeños', 'gestos', 'llegan', 'sin', 'pedirlos', 'quedan', 'grabados', 'siempre']","['nunca', 'venir', 'cuando', 'alguien', 'considerar', 'lejano', 'escribir', 'momento', 'sentir', 'completamente', 'solo', 'gran', 'noticia', 'evento', 'enorme', 'mensaje', 'llegar', 'justo', 'cuando', 'necesitar', 'recordar', 'vez', 'persona', 'pendiente', 'aunque', 'demostrar', 'tiempo', 'tocar', 'profundamente', 'hacer', 'valorar', 'pequeño', 'gesto', 'llegar', 'sin', 'pedirlo', 'quedar', 'grabado', 'siempre']",nunca venir cuando alguien considerar lejano escribir momento sentir completamente solo gran noticia evento enorme mensaje llegar justo cuando necesitar recordar vez persona pendiente aunque demostrar tiempo tocar profundamente hacer valorar pequeño gesto llegar sin pedirlo quedar grabado siempre
Simplemente intente procesarlo,Sorpresa,11. Piensa en un momento en el que ocurrió algo totalmente inesperado en tu vida. ¿Cómo fue y qué pasó después? ,"['simplemente', 'intente', 'procesarlo']","['simplemente', 'intente', 'procesar él']",simplemente intente procesar él
"Sentí mucha angustia y enojo, muchos sentimientos encontrados, con el tiempo lo fuí asimilando y hoy en día ya estoy tranquilo",Sorpresa,11. Piensa en un momento en el que ocurrió algo totalmente inesperado en tu vida. ¿Cómo fue y qué pasó después? ,"['sentí', 'mucha', 'angustia', 'enojo', 'sentimientos', 'encontrados', 'tiempo', 'fuí', 'asimilando', 'hoy', 'día', 'tranquilo']","['sentir', 'mucho', 'angustia', 'enojo', 'sentimiento', 'encontrado', 'tiempo', 'fuí', 'asimilar', 'hoy', 'día', 'tranquilo']",sentir mucho angustia enojo sentimiento encontrado tiempo fuí asimilar hoy día tranquilo
"Lo inesperado no significa que sea malo, siempre intento tomar las cosas con gran actitud.",Sorpresa,11. Piensa en un momento en el que ocurrió algo totalmente inesperado en tu vida. ¿Cómo fue y qué pasó después? ,"['inesperado', 'significa', 'malo', 'siempre', 'intento', 'tomar', 'cosas', 'gran', 'actitud']","['inesperado', 'significar', 'malo', 'siempre', 'intento', 'tomar', 'cosa', 'gran', 'actitud']",inesperado significar malo siempre intento tomar cosa gran actitud
Lo tome normal y acepte lo que tenía que hacer,Sorpresa,11. Piensa en un momento en el que ocurrió algo totalmente inesperado en tu vida. ¿Cómo fue y qué pasó después? ,"['tome', 'normal', 'acepte', 'hacer']","['tome', 'normal', 'aceptar', 'hacer']",tome normal aceptar hacer
"Hubo una vez que estaba en mi casa y tocaron la puerta, entonces era un señor que le empezó a gritar a mi papá y mi hermano le pegó y todo estuvo muy turbio",Sorpresa,11. Piensa en un momento en el que ocurrió algo totalmente inesperado en tu vida. ¿Cómo fue y qué pasó después? ,"['vez', 'casa', 'tocaron', 'puerta', 'entonces', 'señor', 'empezó', 'gritar', 'papá', 'hermano', 'pegó', 'muy', 'turbio']","['vez', 'casa', 'tocar', 'puerta', 'entonces', 'señor', 'empezar', 'gritar', 'papá', 'hermano', 'pegar', 'mucho', 'turbio']",vez casa tocar puerta entonces señor empezar gritar papá hermano pegar mucho turbio
cuando hay trafico es un momento inesperado me frustro porque no llego a tiempo,Sorpresa,11. Piensa en un momento en el que ocurrió algo totalmente inesperado en tu vida. ¿Cómo fue y qué pasó después? ,"['cuando', 'trafico', 'momento', 'inesperado', 'frustro', 'porque', 'llego', 'tiempo']","['cuando', 'trafico', 'momento', 'inesperado', 'frustro', 'porque', 'llegar', 'tiempo']",cuando trafico momento inesperado frustro porque llegar tiempo
Creo que fue cuando mi mejor amigo/mascota murió,Sorpresa,11. Piensa en un momento en el que ocurrió algo totalmente inesperado en tu vida. ¿Cómo fue y qué pasó después? ,"['creo', 'cuando', 'mejor', 'amigomascota', 'murió']","['creer', 'cuando', 'mejor', 'amigomascota', 'morir']",creer cuando mejor amigomascota morir
No tengo respuesta,Sorpresa,11. Piensa en un momento en el que ocurrió algo totalmente inesperado en tu vida. ¿Cómo fue y qué pasó después? ,['respuesta'],['respuesta'],respuesta
"La primera vez que tome el transporte publico me perdi y no sabia donde estaba, me senti preocupado ya que mi madre no sabia donde estaba y no le habia avisado nada, gracias a un profe que iba en la combi pude regresar a mi casa ya que me presto dinero para volver, me senti aliviado y agradecido con ese profe",Sorpresa,11. Piensa en un momento en el que ocurrió algo totalmente inesperado en tu vida. ¿Cómo fue y qué pasó después? ,"['primera', 'vez', 'tome', 'transporte', 'publico', 'perdi', 'sabia', 'senti', 'preocupado', 'madre', 'sabia', 'habia', 'avisado', 'nada', 'gracias', 'profe', 'iba', 'combi', 'pude', 'regresar', 'casa', 'presto', 'dinero', 'volver', 'senti', 'aliviado', 'agradecido', 'profe']","['primero', 'vez', 'tomar', 'transporte', 'publico', 'perdi', 'sabio', 'senti', 'preocupado', 'madre', 'sabio', 'habia', 'avisado', 'nada', 'gracias', 'profe', 'ir', 'combi', 'poder', 'regresar', 'casa', 'presto', 'dinero', 'volver', 'senti', 'aliviado', 'agradecido', 'profe']",primero vez tomar transporte publico perdi sabio senti preocupado madre sabio habia avisado nada gracias profe ir combi poder regresar casa presto dinero volver senti aliviado agradecido profe
Cuando al final si logre entrar a la universidad qué quise y en la carrera que quise,Sorpresa,11. Piensa en un momento en el que ocurrió algo totalmente inesperado en tu vida. ¿Cómo fue y qué pasó después? ,"['cuando', 'final', 'logre', 'entrar', 'universidad', 'quise', 'carrera', 'quise']","['cuando', 'final', 'logre', 'entrar', 'universidad', 'quise', 'carrera', 'quisar']",cuando final logre entrar universidad quise carrera quisar
"Fue sorpresivo, y me hizo sentir vulnerable por no esperarlo",Sorpresa,11. Piensa en un momento en el que ocurrió algo totalmente inesperado en tu vida. ¿Cómo fue y qué pasó después? ,"['sorpresivo', 'hizo', 'sentir', 'vulnerable', 'esperarlo']","['sorpresivo', 'hacer', 'sentir', 'vulnerable', 'esperar él']",sorpresivo hacer sentir vulnerable esperar él
"Una chica que quería que me hablara me habló pero muy extraño, después paso que nos hicimos amigos y todo bien",Sorpresa,11. Piensa en un momento en el que ocurrió algo totalmente inesperado en tu vida. ¿Cómo fue y qué pasó después? ,"['chica', 'quería', 'hablara', 'habló', 'muy', 'extraño', 'después', 'paso', 'nos', 'hicimos', 'amigos', 'bien']","['chico', 'querer', 'hablaro', 'hablar', 'mucho', 'extraño', 'después', 'paso', 'yo', 'hicir', 'amigo', 'bien']",chico querer hablaro hablar mucho extraño después paso yo hicir amigo bien
Pues la enfermedad la distonía cervical fue lo que cambió mi vida.,Sorpresa,11. Piensa en un momento en el que ocurrió algo totalmente inesperado en tu vida. ¿Cómo fue y qué pasó después? ,"['pues', 'enfermedad', 'distonía', 'cervical', 'cambió', 'vida']","['pues', 'enfermedad', 'distonir', 'cervical', 'cambiar', 'vida']",pues enfermedad distonir cervical cambiar vida
"Recuerdo mucho la vez que recibí mi aceptación como docente para dar clases, primero reaccioné muy asombrado y sobre todo emocionado porque sabía que había conseguido algo que realmente había esperado por mucho tiempo, tuvo un impacto positivo en mí porque desde ese momento m enfoqué más y me sentía más feliz y asombrado por todo lo que se venía en días próximos, sabía que debía dar lo mejor de mí y trabajar duro en todo lo que se me requiriera.",Sorpresa,12. Recuerda una ocasión en la que recibiste una noticia o viviste un evento que nunca imaginaste. ¿Cómo reaccionaste y qué impacto tuvo en ti?,"['recuerdo', 'mucho', 'vez', 'recibí', 'aceptación', 'docente', 'dar', 'clases', 'primero', 'reaccioné', 'muy', 'asombrado', 'emocionado', 'porque', 'sabía', 'conseguido', 'realmente', 'esperado', 'mucho', 'tiempo', 'impacto', 'positivo', 'porque', 'momento', 'enfoqué', 'sentía', 'feliz', 'asombrado', 'venía', 'días', 'próximos', 'sabía', 'debía', 'dar', 'mejor', 'trabajar', 'duro', 'requiriera']","['recordar', 'mucho', 'vez', 'recibir', 'aceptación', 'docente', 'dar', 'clase', 'primero', 'reaccioné', 'mucho', 'asombrado', 'emocionado', 'porque', 'saber', 'conseguido', 'realmente', 'esperado', 'mucho', 'tiempo', 'impacto', 'positivo', 'porque', 'momento', 'enfoqué', 'sentir', 'feliz', 'asombrado', 'venir', 'día', 'próximo', 'saber', 'deber', 'dar', 'mejor', 'trabajar', 'duro', 'requirierar']",recordar mucho vez recibir aceptación docente dar clase primero reaccioné mucho asombrado emocionado porque saber conseguido realmente esperado mucho tiempo impacto positivo porque momento enfoqué sentir feliz asombrado venir día próximo saber deber dar mejor trabajar duro requirierar
"La situación fue que me enteré que abusaron de alguien muy cercana a mi y senti tanta impotencia, solo llore por dias intentando asimilar las situaciones y el yo no poder hacer nada me afecto mucho pero al final del dia solo es continuar.",Sorpresa,12. Recuerda una ocasión en la que recibiste una noticia o viviste un evento que nunca imaginaste. ¿Cómo reaccionaste y qué impacto tuvo en ti?,"['situación', 'enteré', 'abusaron', 'alguien', 'muy', 'cercana', 'senti', 'tanta', 'impotencia', 'solo', 'llore', 'dias', 'intentando', 'asimilar', 'situaciones', 'poder', 'hacer', 'nada', 'afecto', 'mucho', 'final', 'dia', 'solo', 'continuar']","['situación', 'enteré', 'abusar', 'alguien', 'mucho', 'cercano', 'senti', 'tanto', 'impotencia', 'solo', 'llorir', 'dia', 'intentar', 'asimilar', 'situación', 'poder', 'hacer', 'nada', 'afectar', 'mucho', 'final', 'diar', 'solo', 'continuar']",situación enteré abusar alguien mucho cercano senti tanto impotencia solo llorir dia intentar asimilar situación poder hacer nada afectar mucho final diar solo continuar
Mucha impresión,Sorpresa,12. Recuerda una ocasión en la que recibiste una noticia o viviste un evento que nunca imaginaste. ¿Cómo reaccionaste y qué impacto tuvo en ti?,"['mucha', 'impresión']","['mucho', 'impresión']",mucho impresión
"Impactado aveces se piensa que las cosas no van a ocurrir y pasan,me movió mucho y me hizo revalorar la vida y agradecer muchas cosas también dejar de pensar demasiado y disfrutar los momentos con quienes quieres pero también me enseñó que un día puede cambiarlo todo",Sorpresa,12. Recuerda una ocasión en la que recibiste una noticia o viviste un evento que nunca imaginaste. ¿Cómo reaccionaste y qué impacto tuvo en ti?,"['impactado', 'aveces', 'piensa', 'cosas', 'van', 'ocurrir', 'pasanme', 'movió', 'mucho', 'hizo', 'revalorar', 'vida', 'agradecer', 'muchas', 'cosas', 'dejar', 'pensar', 'demasiado', 'disfrutar', 'momentos', 'quieres', 'enseñó', 'día', 'puede', 'cambiarlo']","['impactado', 'avez', 'pensar', 'cosa', 'ir', 'ocurrir', 'pasanme', 'mover', 'mucho', 'hacer', 'revalorar', 'vida', 'agradecer', 'mucho', 'cosa', 'dejar', 'pensar', 'demasiado', 'disfrutar', 'momento', 'quier', 'enseñar', 'día', 'poder', 'cambiar él']",impactado avez pensar cosa ir ocurrir pasanme mover mucho hacer revalorar vida agradecer mucho cosa dejar pensar demasiado disfrutar momento quier enseñar día poder cambiar él
No recuerdo ninguno,Sorpresa,12. Recuerda una ocasión en la que recibiste una noticia o viviste un evento que nunca imaginaste. ¿Cómo reaccionaste y qué impacto tuvo en ti?,"['recuerdo', 'ninguno']","['recordar', 'ninguno']",recordar ninguno
No sabía cómo reaccionar pero después vi como reaccionar,Sorpresa,12. Recuerda una ocasión en la que recibiste una noticia o viviste un evento que nunca imaginaste. ¿Cómo reaccionaste y qué impacto tuvo en ti?,"['sabía', 'cómo', 'reaccionar', 'después', 'reaccionar']","['saber', 'cómo', 'reaccionar', 'después', 'reaccionar']",saber cómo reaccionar después reaccionar
"Cuandi falleció mi abuelo, me salí de la casa y fui a un parque a llorar y regresé cuando me calme, pero desde que se fue mi abuelo siento que he crecido bastante como persona",Sorpresa,12. Recuerda una ocasión en la que recibiste una noticia o viviste un evento que nunca imaginaste. ¿Cómo reaccionaste y qué impacto tuvo en ti?,"['cuandi', 'falleció', 'abuelo', 'salí', 'casa', 'parque', 'llorar', 'regresé', 'cuando', 'calme', 'abuelo', 'siento', 'crecido', 'bastante', 'persona']","['cuandi', 'fallecer', 'abuelo', 'salí', 'casa', 'parque', 'llorar', 'regresé', 'cuando', 'calmir', 'abuelo', 'siento', 'crecido', 'bastante', 'persona']",cuandi fallecer abuelo salí casa parque llorar regresé cuando calmir abuelo siento crecido bastante persona
Pues alegre a la vez ya que era buena y pues después emoción,Sorpresa,12. Recuerda una ocasión en la que recibiste una noticia o viviste un evento que nunca imaginaste. ¿Cómo reaccionaste y qué impacto tuvo en ti?,"['pues', 'alegre', 'vez', 'buena', 'pues', 'después', 'emoción']","['pues', 'alegre', 'vez', 'buen', 'pues', 'después', 'emoción']",pues alegre vez buen pues después emoción
"Una situación fea, con mucho asombro, tristeza y me sentí triste durante muchos meses intentando afrontar la noticia o más bien, asimilarla.",Sorpresa,12. Recuerda una ocasión en la que recibiste una noticia o viviste un evento que nunca imaginaste. ¿Cómo reaccionaste y qué impacto tuvo en ti?,"['situación', 'fea', 'mucho', 'asombro', 'tristeza', 'sentí', 'triste', 'meses', 'intentando', 'afrontar', 'noticia', 'bien', 'asimilarla']","['situación', 'feo', 'mucho', 'asombro', 'tristeza', 'sentir', 'triste', 'mes', 'intentar', 'afrontar', 'noticia', 'bien', 'asimilar él']",situación feo mucho asombro tristeza sentir triste mes intentar afrontar noticia bien asimilar él
"Recuerdo la pandemia, mi reaccion fue de mucho miedo, al saber que estábamos expuestos, mucha preocupación, estrés y muchos pensamientos, el impacto que tuvo en mi fue desarrollar un poco mas de control mental, de pensar las cosas mas veces de lo normal, de analizar las situaciones con mas seriedad, y de ser consciente con las personas de nuestra sociedad",Sorpresa,12. Recuerda una ocasión en la que recibiste una noticia o viviste un evento que nunca imaginaste. ¿Cómo reaccionaste y qué impacto tuvo en ti?,"['recuerdo', 'pandemia', 'reaccion', 'mucho', 'miedo', 'saber', 'expuestos', 'mucha', 'preocupación', 'estrés', 'pensamientos', 'impacto', 'desarrollar', 'poco', 'mas', 'control', 'mental', 'pensar', 'cosas', 'mas', 'veces', 'normal', 'analizar', 'situaciones', 'mas', 'seriedad', 'ser', 'consciente', 'personas', 'sociedad']","['recordar', 'pandemia', 'reaccion', 'mucho', 'miedo', 'saber', 'expuesto', 'mucho', 'preocupación', 'estrés', 'pensamiento', 'impacto', 'desarrollar', 'poco', 'mas', 'control', 'mental', 'pensar', 'cosa', 'mas', 'vez', 'normal', 'analizar', 'situación', 'mas', 'seriedad', 'ser', 'consciente', 'persona', 'sociedad']",recordar pandemia reaccion mucho miedo saber expuesto mucho preocupación estrés pensamiento impacto desarrollar poco mas control mental pensar cosa mas vez normal analizar situación mas seriedad ser consciente persona sociedad
De tristeza,Sorpresa,12. Recuerda una ocasión en la que recibiste una noticia o viviste un evento que nunca imaginaste. ¿Cómo reaccionaste y qué impacto tuvo en ti?,['tristeza'],['tristeza'],tristeza
"Cada paso que daba era como si estuviese a oscuras, sin embargo cada experiencia nueva genera madurez en uno mismo",Sorpresa,12. Recuerda una ocasión en la que recibiste una noticia o viviste un evento que nunca imaginaste. ¿Cómo reaccionaste y qué impacto tuvo en ti?,"['cada', 'paso', 'daba', 'oscuras', 'sin', 'embargo', 'cada', 'experiencia', 'nueva', 'genera', 'madurez', 'mismo']","['cada', 'paso', 'dar', 'oscura', 'sin', 'embargo', 'cada', 'experiencia', 'nuevo', 'generar', 'madurez', 'mismo']",cada paso dar oscura sin embargo cada experiencia nuevo generar madurez mismo
"Reaccione bien porque estaba en shock, después me sentí mal, tuve depresión e intentos de suicidio",Sorpresa,12. Recuerda una ocasión en la que recibiste una noticia o viviste un evento que nunca imaginaste. ¿Cómo reaccionaste y qué impacto tuvo en ti?,"['reaccione', 'bien', 'porque', 'shock', 'después', 'sentí', 'mal', 'depresión', 'intentos', 'suicidio']","['reaccionar', 'bien', 'porque', 'shock', 'después', 'sentir', 'mal', 'depresión', 'intento', 'suicidio']",reaccionar bien porque shock después sentir mal depresión intento suicidio
Quería que esa noticia fuera mentira,Sorpresa,12. Recuerda una ocasión en la que recibiste una noticia o viviste un evento que nunca imaginaste. ¿Cómo reaccionaste y qué impacto tuvo en ti?,"['quería', 'noticia', 'mentira']","['querer', 'noticia', 'mentira']",querer noticia mentira
Llore y aprendí a valorar más mis experiencias con las personas a mi alrededor,Sorpresa,12. Recuerda una ocasión en la que recibiste una noticia o viviste un evento que nunca imaginaste. ¿Cómo reaccionaste y qué impacto tuvo en ti?,"['llore', 'aprendí', 'valorar', 'experiencias', 'personas', 'alrededor']","['llore', 'aprender', 'valorar', 'experiencia', 'persona', 'alrededor']",llore aprender valorar experiencia persona alrededor
cuando vi sufrir un paro cardiaco a una de mis tias y saber que al siguiente dia habia fallecio debido a su corazon el impacto en mi fue que no supe como reacionar si sentime triste o con miedo,Sorpresa,12. Recuerda una ocasión en la que recibiste una noticia o viviste un evento que nunca imaginaste. ¿Cómo reaccionaste y qué impacto tuvo en ti?,"['cuando', 'sufrir', 'paro', 'cardiaco', 'tias', 'saber', 'siguiente', 'dia', 'habia', 'fallecio', 'debido', 'corazon', 'impacto', 'supe', 'reacionar', 'sentime', 'triste', 'miedo']","['cuando', 'sufrir', 'paro', 'cardiaco', 'tia', 'saber', 'siguiente', 'diar', 'habio', 'fallecio', 'debido', 'corazon', 'impacto', 'saber', 'reacionar', 'sentime', 'triste', 'miedo']",cuando sufrir paro cardiaco tia saber siguiente diar habio fallecio debido corazon impacto saber reacionar sentime triste miedo
"Un intento de asalto, me enfrente a mi asaltante, y los primeros días tenía miedo por represalias, pero después de días me sentía con mucho valor.",Sorpresa,12. Recuerda una ocasión en la que recibiste una noticia o viviste un evento que nunca imaginaste. ¿Cómo reaccionaste y qué impacto tuvo en ti?,"['intento', 'asalto', 'enfrente', 'asaltante', 'primeros', 'días', 'miedo', 'represalias', 'después', 'días', 'sentía', 'mucho', 'valor']","['intento', 'asalto', 'enfrente', 'asaltante', 'primero', 'día', 'miedo', 'represalia', 'después', 'día', 'sentir', 'mucho', 'valor']",intento asalto enfrente asaltante primero día miedo represalia después día sentir mucho valor
"Me sentí muy asustado y triste, me hizo odiar todo, me hizo preguntarme por qué todo lo malo me pasa a mí",Sorpresa,12. Recuerda una ocasión en la que recibiste una noticia o viviste un evento que nunca imaginaste. ¿Cómo reaccionaste y qué impacto tuvo en ti?,"['sentí', 'muy', 'asustado', 'triste', 'hizo', 'odiar', 'hizo', 'preguntarme', 'malo', 'pasa']","['sentir', 'mucho', 'asustado', 'triste', 'hacer', 'odiar', 'hacer', 'preguntar yo', 'malo', 'pasar']",sentir mucho asustado triste hacer odiar hacer preguntar yo malo pasar
"Reaccioné con temor a lo que iba a pasar y con nervios porque nunca había visto eso y el impacto que tuvo en mí fue muy grande porque hasta la fecha, gracias a esa experiencia o situación, tengo un trauma",Sorpresa,12. Recuerda una ocasión en la que recibiste una noticia o viviste un evento que nunca imaginaste. ¿Cómo reaccionaste y qué impacto tuvo en ti?,"['reaccioné', 'temor', 'iba', 'pasar', 'nervios', 'porque', 'nunca', 'visto', 'impacto', 'muy', 'grande', 'porque', 'fecha', 'gracias', 'experiencia', 'situación', 'trauma']","['reaccioné', 'temor', 'ir', 'pasar', 'nervio', 'porque', 'nunca', 'ver', 'impacto', 'mucho', 'grande', 'porque', 'fecha', 'gracias', 'experiencia', 'situación', 'traumo']",reaccioné temor ir pasar nervio porque nunca ver impacto mucho grande porque fecha gracias experiencia situación traumo
Comúnmente no me gustan las sorpresas. Ante este tipo de situaciones reacciono con sorpresa y confusión. Posteriormente de esta ocasión tuve varias cosas sobre las cuales reflexionar.,Sorpresa,12. Recuerda una ocasión en la que recibiste una noticia o viviste un evento que nunca imaginaste. ¿Cómo reaccionaste y qué impacto tuvo en ti?,"['comúnmente', 'gustan', 'sorpresas', 'tipo', 'situaciones', 'reacciono', 'sorpresa', 'confusión', 'posteriormente', 'ocasión', 'varias', 'cosas', 'cuales', 'reflexionar']","['comúnmente', 'gustar', 'sorpresa', 'tipo', 'situación', 'reacciono', 'sorpresir', 'confusión', 'posteriormente', 'ocasión', 'varios', 'cosa', 'cual', 'reflexionar']",comúnmente gustar sorpresa tipo situación reacciono sorpresir confusión posteriormente ocasión varios cosa cual reflexionar
"Puede ser un momento feliz, un momento complicado o simplemente algo random, pero por ejemplo pondré lo de un concierto, en 2023 vino un grupo de K-pop llamado blackpink, para mí fue increíble por el hecho de que es mi grupo favorito y me puse muy feliz porque tendría la oportunidad de ir (si fui) y el impacto que tuvo en mi fue como un antes y después ya que sus canciones estuvieron acompañandome en momentos muy complicados durante la pandemia e incluso desde la secundaria, sus letras, los ritmos e incluso las voces en vivo fue como un rayito de sol después de la tormenta.",Sorpresa,12. Recuerda una ocasión en la que recibiste una noticia o viviste un evento que nunca imaginaste. ¿Cómo reaccionaste y qué impacto tuvo en ti?,"['puede', 'ser', 'momento', 'feliz', 'momento', 'complicado', 'simplemente', 'random', 'ejemplo', 'pondré', 'concierto', 'vino', 'grupo', 'kpop', 'llamado', 'blackpink', 'increíble', 'hecho', 'grupo', 'favorito', 'puse', 'muy', 'feliz', 'porque', 'oportunidad', 'impacto', 'después', 'canciones', 'acompañandome', 'momentos', 'muy', 'complicados', 'pandemia', 'incluso', 'secundaria', 'letras', 'ritmos', 'incluso', 'voces', 'vivo', 'rayito', 'sol', 'después', 'tormenta']","['poder', 'ser', 'momento', 'feliz', 'momento', 'complicado', 'simplemente', 'random', 'ejemplo', 'pondré', 'concierto', 'venir', 'grupo', 'kpop', 'llamado', 'blackpink', 'increíble', 'hecho', 'grupo', 'favorito', 'posar', 'mucho', 'feliz', 'porque', 'oportunidad', 'impacto', 'después', 'canción', 'acompañandomar', 'momento', 'mucho', 'complicado', 'pandemiar', 'incluso', 'secundario', 'letra', 'ritmo', 'incluso', 'voz', 'vivo', 'rayito', 'sol', 'después', 'tormenta']",poder ser momento feliz momento complicado simplemente random ejemplo pondré concierto venir grupo kpop llamado blackpink increíble hecho grupo favorito posar mucho feliz porque oportunidad impacto después canción acompañandomar momento mucho complicado pandemiar incluso secundario letra ritmo incluso voz vivo rayito sol después tormenta
"Siempre reaccionó calmado al momento de estas situaciones, probablemente si sea una situación triste pues estaré triste o si es feliz estaré feliz pero siempre me gusta ver el vaso medio lleno y tomarlo y manejarlo de la mejor manera",Sorpresa,12. Recuerda una ocasión en la que recibiste una noticia o viviste un evento que nunca imaginaste. ¿Cómo reaccionaste y qué impacto tuvo en ti?,"['siempre', 'reaccionó', 'calmado', 'momento', 'situaciones', 'probablemente', 'situación', 'triste', 'pues', 'triste', 'feliz', 'feliz', 'siempre', 'gusta', 'ver', 'vaso', 'medio', 'lleno', 'tomarlo', 'manejarlo', 'mejor', 'manera']","['siempre', 'reaccionar', 'calmado', 'momento', 'situación', 'probablemente', 'situación', 'triste', 'pues', 'tristir', 'feliz', 'feliz', 'siempre', 'gustar', 'ver', 'vaso', 'medio', 'lleno', 'tomar él', 'manejar él', 'mejor', 'manera']",siempre reaccionar calmado momento situación probablemente situación triste pues tristir feliz feliz siempre gustar ver vaso medio lleno tomar él manejar él mejor manera
Es bueno tener nuevas experiencias pero siempre trato de aprender de ello,Sorpresa,12. Recuerda una ocasión en la que recibiste una noticia o viviste un evento que nunca imaginaste. ¿Cómo reaccionaste y qué impacto tuvo en ti?,"['bueno', 'tener', 'nuevas', 'experiencias', 'siempre', 'trato', 'aprender', 'ello']","['bueno', 'tener', 'nuevo', 'experiencia', 'siempre', 'tratar', 'aprender', 'él']",bueno tener nuevo experiencia siempre tratar aprender él
"Reaccione emocionada e impactada ya que me enteré que sería tía, el impacto fue positivo ya que me lleno de felicidad y alegría esa noticia",Sorpresa,12. Recuerda una ocasión en la que recibiste una noticia o viviste un evento que nunca imaginaste. ¿Cómo reaccionaste y qué impacto tuvo en ti?,"['reaccione', 'emocionada', 'impactada', 'enteré', 'tía', 'impacto', 'positivo', 'lleno', 'felicidad', 'alegría', 'noticia']","['reaccionar', 'emocionado', 'impactado', 'enteré', 'tir', 'impacto', 'positivo', 'lleno', 'felicidad', 'alegría', 'noticio']",reaccionar emocionado impactado enteré tir impacto positivo lleno felicidad alegría noticio
